03_Tab_1.3.1.1_a_1.3.1.3.csv;03_Tab_1.3.1.1_a_1.3.1.3;4;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;;;;;;;;
03_Tab_1.3.1.1_a_1.3.1.3.csv;03_Tab_1.3.1.1_a_1.3.1.3;5;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;;;;;;;
14_Tab_1.3.12.1_e_1.3.12.2.csv;14_Tab_1.3.12.1_e_1.3.12.2;28;Possuíam;  24 417;  1 354;  4 721;  12 234;  4 054;  2 053;Possuíam;66,5;53,7;52,6;74,3;68,8;71,7;;;;;;;;;;;;;;;;
14_Tab_1.3.12.1_e_1.3.12.2.csv;14_Tab_1.3.12.1_e_1.3.12.2;29;Não possuíam;  12 295;  1 166;  4 249;  4 233;  1 835;   812;Não possuíam;33,5;46,3;47,4;25,7;31,2;28,3;;;;;;;;;;;;;;;;
14_Tab_1.3.12.1_e_1.3.12.2.csv;14_Tab_1.3.12.1_e_1.3.12.2;30;Não ocupadas;  36 963;  2 842;  10 776;  15 893;  4 965;  2 487;Não ocupadas;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
14_Tab_1.3.12.1_e_1.3.12.2.csv;14_Tab_1.3.12.1_e_1.3.12.2;31;Possuíam;  14 035;   934;  3 065;  7 067;  1 892;  1 077;Possuíam;38,0;32,9;28,4;44,5;38,1;43,3;;;;;;;;;;;;;;;;
14_Tab_1.3.12.1_e_1.3.12.2.csv;14_Tab_1.3.12.1_e_1.3.12.2;32;Não possuíam;  22 928;  1 908;  7 711;  8 826;  3 073;  1 411;Não possuíam;62,0;67,1;71,6;55,5;61,9;56,7;;;;;;;;;;;;;;;;
14_Tab_1.3.12.1_e_1.3.12.2.csv;14_Tab_1.3.12.1_e_1.3.12.2;34;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;1;Tabela 1.3.13.1 - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, por Grandes Regiões, segundo a posse de telefone móvel celular para uso pessoal e os grupamentos ocupacionais no trabalho principal - 2015;;;;;;;Tabela 1.3.13.2 - Distribuição das pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, por Grandes Regiões, segundo a posse de telefone móvel celular para uso pessoal e os grupamentos ocupacionais no trabalho principal - 2015;;;;;;;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;3;Posse de telefone móvel celular para uso pessoal e grupamentos ocupacionais no trabalho principal;Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência (1000 pessoas);;;;;;Posse de telefone móvel celular para uso pessoal e grupamentos ocupacionais no trabalho principal;Distribuição das pessoas de 10 anos ou mais de idade, ocupadas na semana de referência (%);;;;;;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;4;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;5;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;6;Total;  95 380;  7 559;  24 129;  41 056;  14 995;  7 642;Total;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;7;Dirigentes em geral;  4 725;   257;   819;  2 336;   912;   401;Dirigentes em geral;5,0;3,4;3,4;5,7;6,1;5,2;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;8;Profissionais das ciências e das artes;  9 373;   567;  1 734;  4 690;  1 562;   818;Profissionais das ciências e das artes;9,8;7,5;7,2;11,4;10,4;10,7;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;9;Técnicos de nível médio;  6 834;   424;  1 387;  3 349;  1 130;   543;Técnicos de nível médio;7,2;5,6;5,7;8,2;7,5;7,1;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;10;Trabalhadores de serviços administrativos;  8 994;   565;  1 726;  4 483;  1 461;   760;Trabalhadores de serviços administrativos;9,4;7,5;7,2;10,9;9,7;9,9;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;11;Trabalhadores dos serviços;  19 256;  1 376;  4 612;  9 017;  2 606;  1 645;Trabalhadores dos serviços;20,2;18,2;19,1;22,0;17,4;21,5;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;12;Vendedores e prestadores de serviço do comércio;  9 323;   870;  2 725;  3 780;  1 206;   742;Vendedores e prestadores de serviço do comércio;9,8;11,5;11,3;9,2;8,0;9,7;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;13;Trabalhadores agrícolas;  13 312;  1 694;  5 771;  3 022;  1 978;   846;Trabalhadores agrícolas;14,0;22,4;23,9;7,4;13,2;11,1;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;14;Trabalhadores da produção de bens e serviços e de reparação e manutenção;  22 701;  1 726;  5 175;  9 986;  4 032;  1 782;Trabalhadores da produção de bens e serviços e de reparação e manutenção;23,8;22,8;21,4;24,3;26,9;23,3;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;15;Membros das forças armadas e auxiliares;   843;   79;   177;   378;   104;   105;Membros das forças armadas e auxiliares;0,9;1,0;0,7;0,9;0,7;1,4;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;16;Ocupações maldefinidas;   19;   0;   2;   14;   4;-;Ocupações maldefinidas;-;-;-;-;-;-;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;17;Possuíam;  83 200;  5 781;  18 945;  37 646;  13 654;  7 175;Possuíam;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;18;Dirigentes em geral;  4 594;   245;   784;  2 279;   892;   394;Dirigentes em geral;5,5;4,2;4,1;6,1;6,5;5,5;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;19;Profissionais das ciências e das artes;  9 139;   532;  1 664;  4 600;  1 534;   809;Profissionais das ciências e das artes;11,0;9,2;8,8;12,2;11,2;11,3;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;20;Técnicos de nível médio;  6 620;   393;  1 315;  3 275;  1 101;   536;Técnicos de nível médio;8,0;6,8;6,9;8,7;8,1;7,5;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;21;Trabalhadores de serviços administrativos;  8 752;   545;  1 681;  4 355;  1 423;   747;Trabalhadores de serviços administrativos;10,5;9,4;8,9;11,6;10,4;10,4;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;22;Trabalhadores dos serviços;  17 195;  1 152;  3 981;  8 136;  2 384;  1 542;Trabalhadores dos serviços;20,7;19,9;21,0;21,6;17,5;21,5;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;23;Vendedores e prestadores de serviço do comércio;  8 555;   734;  2 404;  3 555;  1 152;   712;Vendedores e prestadores de serviço do comércio;10,3;12,7;12,7;9,4;8,4;9,9;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;24;Trabalhadores agrícolas;  7 391;   728;  2 629;  1 997;  1 377;   659;Trabalhadores agrícolas;8,9;12,6;13,9;5,3;10,1;9,2;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;25;Trabalhadores da produção de bens e serviços e de reparação e manutenção;  20 106;  1 374;  4 311;  9 065;  3 685;  1 670;Trabalhadores da produção de bens e serviços e de reparação e manutenção;24,2;23,8;22,8;24,1;27,0;23,3;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;26;Membros das forças armadas e auxiliares;   832;   77;   174;   373;   103;   105;Membros das forças armadas e auxiliares;1,0;1,3;0,9;1,0;0,8;1,5;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;27;Ocupações maldefinidas;   17;   0;   1;   12;   4;-;Ocupações maldefinidas;-;-;-;-;-;-;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;28;Não possuíam;  12 180;  1 778;  5 184;  3 409;  1 342;   467;Não possuíam;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;29;Dirigentes em geral;   131;   12;   35;   58;   20;   6;Dirigentes em geral;1,1;0,7;0,7;1,7;1,5;1,4;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;30;Profissionais das ciências e das artes;   233;   35;   70;   90;   29;   9;Profissionais das ciências e das artes;1,9;2,0;1,4;2,6;2,2;1,9;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;31;Técnicos de nível médio;   214;   32;   72;   74;   29;   7;Técnicos de nível médio;1,8;1,8;1,4;2,2;2,2;1,5;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;32;Trabalhadores de serviços administrativos;   242;   19;   45;   128;   38;   12;Trabalhadores de serviços administrativos;2,0;1,1;0,9;3,8;2,8;2,6;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;33;Trabalhadores dos serviços;  2 061;   223;   631;   881;   222;   103;Trabalhadores dos serviços;16,9;12,6;12,2;25,8;16,6;22,1;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;34;Vendedores e prestadores de serviço do comércio;   768;   136;   322;   225;   54;   30;Vendedores e prestadores de serviço do comércio;6,3;7,7;6,2;6,6;4,0;6,5;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;35;Trabalhadores agrícolas;  5 921;   966;  3 142;  1 026;   601;   187;Trabalhadores agrícolas;48,6;54,3;60,6;30,1;44,8;40,0;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;36;Trabalhadores da produção de bens e serviços e de reparação e manutenção;  2 595;   353;   864;   920;   347;   112;Trabalhadores da produção de bens e serviços e de reparação e manutenção;21,3;19,8;16,7;27,0;25,8;23,9;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;37;Membros das forças armadas e auxiliares;   11;   2;   2;   5;   2;   0;Membros das forças armadas e auxiliares;0,1;0,1;-;0,1;0,1;0,1;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;38;Ocupações maldefinidas;   2;-;   1;   2;-;-;Ocupações maldefinidas;-;-;-;-;-;-;;;;;;;;;;;;;;;;
15_Tab_1.3.13.1_e_1.3.13.2.csv;15_Tab_1.3.13.1_e_1.3.13.2;40;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;1;Tabela 1.3.13.3 - Percentual de pessoas que tinham telefone móvel celular para uso pessoal, na população de 10 anos ou mais de idade, ocupada na semana de referência, por Grandes Regiões, segundo os grupamentos ocupacionais no trabalho principal - 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;3;Grupamentos ocupacionais no trabalho principal;Percentual de pessoas que tinham telefone móvel celular para uso pessoal, na população de 10 anos ou mais de idade, ocupada na semana de referência (%);;;;;;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;4;;Brasil;Grandes Regiões;;;;;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;5;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;6;Total (1);87,2;76,5;78,5;91,7;91,1;93,9;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;7;Dirigentes em geral;97,2;95,4;95,7;97,5;97,9;98,4;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;8;Profissionais das ciências e das artes;97,5;93,8;95,9;98,1;98,2;98,9;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;9;Técnicos de nível médio;96,9;92,5;94,8;97,8;97,4;98,7;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;10;Trabalhadores de serviços administrativos;97,3;96,6;97,4;97,1;97,4;98,4;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;11;Trabalhadores dos serviços;89,3;83,8;86,3;90,2;91,5;93,7;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;12;Vendedores e prestadores de serviço do comércio;91,8;84,3;88,2;94,0;95,5;95,9;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;13;Trabalhadores agrícolas;55,5;43,0;45,6;66,1;69,6;77,9;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;14;Trabalhadores da produção de bens e serviços e de reparação e manutenção;88,6;79,6;83,3;90,8;91,4;93,7;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;15;Membros das forças armadas e auxiliares;98,6;97,7;98,6;98,7;98,2;99,7;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;17;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16_Tab_1.3.13.3.csv;16_Tab_1.3.13.3;18;(1) Inclusive as pessoas com ocupação maldefinida.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;1;Tabela 1.3.14.1 - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, por Grandes Regiões, segundo a posse de telefone móvel celular para uso pessoal e os grupamentos de atividade do trabalho principal - 2015;;;;;;;Tabela 1.3.14.2 - Distribuição das pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, por Grandes Regiões, segundo a posse de telefone móvel celular para uso pessoal e os grupamentos de atividade do trabalho principal - 2015;;;;;;;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;3;Posse de telefone móvel celular para uso pessoal e grupamentos de atividade do trabalho principal;Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência (1000 pessoas);;;;;;Posse de telefone móvel celular para uso pessoal e grupamentos de atividade do trabalho principal;Distribuição das pessoas de 10 anos ou mais de idade, ocupadas na semana de referência (%);;;;;;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;4;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;5;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;6;Total;  95 380;  7 559;  24 129;  41 056;  14 995;  7 642;Total;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;7;Agrícola;  13 464;  1 695;  5 772;  3 098;  1 993;   906;Agrícola;14,1;22,4;23,9;7,5;13,3;11,9;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;8;Indústria;  11 963;   709;  2 080;  5 738;  2 675;   762;Indústria;12,5;9,4;8,6;14,0;17,8;10,0;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;9;Indústria de transformação;  11 248;   630;  1 934;  5 396;  2 581;   708;Indústria de transformação;11,8;8,3;8,0;13,1;17,2;9,3;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;10;Construção;  8 548;   700;  2 206;  3 683;  1 255;   704;Construção;9,0;9,3;9,1;9,0;8,4;9,2;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;11;Comércio e reparação;  17 329;  1 400;  4 371;  7 393;  2 737;  1 428;Comércio e reparação;18,2;18,5;18,1;18,0;18,3;18,7;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;12;Alojamento e alimentação;  4 691;   369;  1 178;  2 181;   563;   401;Alojamento e alimentação;4,9;4,9;4,9;5,3;3,8;5,2;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;13;Transporte, armazenagem e comunicação;  5 320;   375;  1 074;  2 612;   841;   418;Transporte, armazenagem e comunicação;5,6;5,0;4,5;6,4;5,6;5,5;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;14;Administração pública;  5 010;   496;  1 233;  1 997;   692;   592;Administração pública;5,3;6,6;5,1;4,9;4,6;7,8;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;15;Educação, saúde e serviços sociais;  10 337;   781;  2 444;  4 736;  1 530;   846;Educação, saúde e serviços sociais;10,8;10,3;10,1;11,5;10,2;11,1;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;16;Serviços domésticos;  6 309;   436;  1 513;  2 938;   860;   562;Serviços domésticos;6,6;5,8;6,3;7,2;5,7;7,4;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;17;Outros serviços coletivos, sociais e pessoais;  4 077;   247;   864;  2 048;   584;   333;Outros serviços coletivos, sociais e pessoais;4,3;3,3;3,6;5,0;3,9;4,4;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;18;Outras atividades;  8 263;   341;  1 374;  4 599;  1 262;   688;Outras atividades;8,7;4,5;5,7;11,2;8,4;9,0;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;19;Atividades maldefinidas;   70;   11;   19;   33;   5;   2;Atividades maldefinidas;0,1;0,1;0,1;0,1;-;-;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;20;Possuíam;  83 200;  5 781;  18 945;  37 646;  13 654;  7 175;Possuíam;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;21;Agrícola;  7 544;   728;  2 639;  2 067;  1 392;   718;Agrícola;9,1;12,6;13,9;5,5;10,2;10,0;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;22;Indústria;  10 932;   550;  1 799;  5 383;  2 479;   722;Indústria;13,1;9,5;9,5;14,3;18,2;10,1;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;23;Indústria de transformação;  10 255;   486;  1 661;  5 049;  2 389;   671;Indústria de transformação;12,3;8,4;8,8;13,4;17,5;9,3;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;24;Construção;  7 276;   559;  1 731;  3 214;  1 123;   649;Construção;8,7;9,7;9,1;8,5;8,2;9,0;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;25;Comércio e reparação;  16 062;  1 212;  3 904;  6 968;  2 604;  1 374;Comércio e reparação;19,3;21,0;20,6;18,5;19,1;19,2;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;26;Alojamento e alimentação;  4 261;   310;  1 035;  2 016;   521;   379;Alojamento e alimentação;5,1;5,4;5,5;5,4;3,8;5,3;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;27;Transporte, armazenagem e comunicação;  5 030;   333;   980;  2 497;   811;   409;Transporte, armazenagem e comunicação;6,0;5,8;5,2;6,6;5,9;5,7;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;28;Administração pública;  4 778;   464;  1 147;  1 920;   666;   581;Administração pública;5,7;8,0;6,1;5,1;4,9;8,1;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;29;Educação, saúde e serviços sociais;  9 911;   713;  2 286;  4 595;  1 487;   830;Educação, saúde e serviços sociais;11,9;12,3;12,1;12,2;10,9;11,6;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;30;Serviços domésticos;  5 447;   348;  1 263;  2 554;   774;   509;Serviços domésticos;6,5;6,0;6,7;6,8;5,7;7,1;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;31;Outros serviços coletivos, sociais e pessoais;  3 875;   228;   806;  1 954;   562;   325;Outros serviços coletivos, sociais e pessoais;4,7;3,9;4,3;5,2;4,1;4,5;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;32;Outras atividades;  8 030;   329;  1 339;  4 454;  1 230;   678;Outras atividades;9,7;5,7;7,1;11,8;9,0;9,5;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;33;Atividades maldefinidas;   56;   7;   16;   26;   5;   1;Atividades maldefinidas;0,1;0,1;0,1;0,1;-;-;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;34;Não possuíam;  12 180;  1 778;  5 184;  3 409;  1 342;   467;Não possuíam;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;35;Agrícola;  5 920;   967;  3 133;  1 031;   601;   188;Agrícola;48,6;54,4;60,4;30,2;44,8;40,3;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;36;Indústria;  1 031;   159;   281;   355;   196;   40;Indústria;8,5;8,9;5,4;10,4;14,6;8,5;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;37;Indústria de transformação;   993;   144;   273;   347;   192;   38;Indústria de transformação;8,2;8,1;5,3;10,2;14,3;8,1;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;38;Construção;  1 272;   140;   476;   469;   132;   55;Construção;10,4;7,9;9,2;13,8;9,8;11,9;;;;;;;;;;;;;;;;
17_Tabela_1.3.14.1_e_1.3.14.2.csv;17_Tabela_1.3.14.1_e_1.3.14.2;39;Comércio e reparação;  1 267;   188;   467;   425;   133;   54;Comércio e reparação;10,4;10,6;9,0;12,5;9,9;11,6;;;;;;;;;;;;;;;;
