03_Tab_1.3.1.1_a_1.3.1.3.csv;03_Tab_1.3.1.1_a_1.3.1.3;4;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;Brasil;Grandes Regiões;;;;;;;;;;;;;
03_Tab_1.3.1.1_a_1.3.1.3.csv;03_Tab_1.3.1.1_a_1.3.1.3;5;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;;;;;;;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;10;Amazonas;  2 216;   646;   195;   215;   762;   153;   235;   10;Amazonas;100,0;29,2;8,8;9,7;34,4;6,9;10,6;0,4;Amazonas;68,9;46,8;70,5;75,7;89,5;96,1;96,5;47,6;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;11;Roraima;   315;   90;   29;   29;   95;   29;   42;   1;Roraima;100,0;28,7;9,3;9,2;30,1;9,1;13,3;0,3;Roraima;74,8;53,4;74,7;79,6;92,2;97,2;98,1;100,0;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;12;Pará;  4 408;  1 624;   509;   456;  1 286;   194;   321;   16;Pará;100,0;36,9;11,6;10,4;29,2;4,4;7,3;0,4;Pará;64,5;45,6;75,5;79,3;88,2;95,0;94,9;69,7;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;13;Região Metropolitana de Belém;  1 593;   405;   194;   171;   549;   93;   174;   7;Região Metropolitana de Belém;100,0;25,4;12,2;10,7;34,4;5,8;10,9;0,5;Região Metropolitana de Belém;82,8;62,8;86,3;89,9;94,3;97,9;98,4;80,0;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;14;Amapá;   452;   130;   50;   43;   140;   38;   49;   2;Amapá;100,0;28,7;11,0;9,6;31,0;8,3;10,9;0,5;Amapá;72,6;50,5;80,4;80,1;88,5;97,9;98,4;75,0;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;15;Tocantins;   994;   363;   102;   92;   255;   65;   115;   1;Tocantins;100,0;36,6;10,2;9,3;25,6;6,6;11,6;0,1;Tocantins;77,0;59,8;87,0;86,7;93,0;98,5;97,8;100,0;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;16;Nordeste;  33 690;  13 491;  3 207;  2 888;  9 479;  1 692;  2 823;   110;Nordeste;100,0;40,0;9,5;8,6;28,1;5,0;8,4;0,3;Nordeste;69,6;52,3;79,7;84,1;91,5;96,9;96,8;79,8;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;17;Maranhão;  3 094;  1 106;   319;   328;   960;   140;   234;   7;Maranhão;100,0;35,7;10,3;10,6;31,0;4,5;7,6;0,2;Maranhão;54,7;35,2;65,5;71,4;83,1;89,4;95,1;60,0;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;18;Piauí;  1 874;   834;   180;   200;   420;   78;   162;   1;Piauí;100,0;44,5;9,6;10,7;22,4;4,2;8,6;-;Piauí;68,4;52,8;82,0;86,6;91,2;98,6;96,0;100,0;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;19;Ceará;  5 189;  1 879;   607;   439;  1 544;   306;   397;   18;Ceará;100,0;36,2;11,7;8,5;29,7;5,9;7,7;0,3;Ceará;67,6;48,2;79,7;78,6;90,6;94,8;96,7;81,8;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;20;Região Metropolitana de Fortaleza;  2 730;   848;   329;   227;   889;   181;   244;   11;Região Metropolitana de Fortaleza;100,0;31,1;12,1;8,3;32,6;6,6;8,9;0,4;Região Metropolitana de Fortaleza;81,6;63,3;88,1;88,5;95,3;99,2;98,7;91,4;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;21;Rio Grande do Norte;  2 250;   902;   184;   188;   635;   116;   215;   9;Rio Grande do Norte;100,0;40,1;8,2;8,4;28,2;5,1;9,6;0,4;Rio Grande do Norte;75,6;59,5;82,6;88,4;94,1;99,4;98,1;81,2;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;22;Paraíba;  2 605;  1 104;   229;   200;   629;   159;   279;   5;Paraíba;100,0;42,4;8,8;7,7;24,1;6,1;10,7;0,2;Paraíba;76,4;61,1;84,7;92,5;94,6;98,8;97,3;100,0;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;23;Pernambuco;  5 970;  2 328;   587;   468;  1 696;   282;   579;   31;Pernambuco;100,0;39,0;9,8;7,8;28,4;4,7;9,7;0,5;Pernambuco;73,7;56,3;83,5;89,3;93,5;97,9;96,8;83,1;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;24;Região Metropolitana de Recife;  2 924;   921;   280;   223;   992;   159;   343;   7;Região Metropolitana de Recife;100,0;31,5;9,6;7,6;33,9;5,4;11,7;0,2;Região Metropolitana de Recife;84,6;69,1;87,7;94,0;95,1;98,1;97,3;80,6;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;25;Alagoas;  1 916;   905;   166;   151;   429;   89;   170;   6;Alagoas;100,0;47,3;8,7;7,9;22,4;4,6;8,9;0,3;Alagoas;67,2;53,1;75,2;86,6;90,7;97,2;95,7;76,9;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;26;Sergipe;  1 467;   657;   133;   120;   371;   71;   107;   7;Sergipe;100,0;44,8;9,1;8,2;25,3;4,9;7,3;0,5;Sergipe;76,4;62,1;88,3;92,1;94,7;98,0;97,7;90,5;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;27;Bahia;  9 326;  3 777;   802;   795;  2 796;   451;   679;   26;Bahia;100,0;40,5;8,6;8,5;30,0;4,8;7,3;0,3;Bahia;71,3;54,3;81,3;85,5;92,5;98,6;97,3;76,1;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;28;Região Metropolitana de Salvador;  3 057;   880;   255;   264;  1 108;   203;   344;   3;Região Metropolitana de Salvador;100,0;28,8;8,3;8,6;36,2;6,6;11,3;0,1;Região Metropolitana de Salvador;87,9;73,0;89,0;94,6;96,3;99,2;99,2;90,9;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;29;Sudeste;  62 455;  18 432;  6 891;  4 828;  19 359;  3 560;  9 291;   93;Sudeste;100,0;29,5;11,0;7,7;31,0;5,7;14,9;0,1;Sudeste;82,6;65,1;85,7;91,7;93,7;97,8;96,9;92,8;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;30;Minas Gerais;  14 674;  5 580;  1 550;  1 118;  3 977;   761;  1 652;   35;Minas Gerais;100,0;38,0;10,6;7,6;27,1;5,2;11,3;0,2;Minas Gerais;79,8;64,3;87,8;91,6;94,4;98,1;97,4;97,9;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;31;Região Metropolitana de Belo Horizonte;  4 034;  1 254;   429;   314;  1 179;   260;   591;   8;Região Metropolitana de Belo Horizonte;100,0;31,1;10,6;7,8;29,2;6,4;14,6;0,2;Região Metropolitana de Belo Horizonte;87,2;72,8;91,2;95,8;95,5;98,9;98,3;100,0;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;32;Espírito Santo;  2 780;   952;   296;   208;   792;   165;   360;   7;Espírito Santo;100,0;34,2;10,7;7,5;28,5;5,9;13,0;0,3;Espírito Santo;81,1;64,4;86,7;92,5;94,7;97,5;97,2;85,7;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;33;Rio de Janeiro;  12 167;  3 296;  1 502;   954;  3 900;   693;  1 806;   17;Rio de Janeiro;100,0;27,1;12,3;7,8;32,1;5,7;14,8;0,1;Rio de Janeiro;83,1;65,6;84,5;92,9;92,5;97,4;96,7;89,8;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;34;Região Metropolitana do Rio de Janeiro;  9 074;  2 218;  1 097;   719;  2 995;   543;  1 492;   10;Região Metropolitana do Rio de Janeiro;100,0;24,4;12,1;7,9;33,0;6,0;16,4;0,1;Região Metropolitana do Rio de Janeiro;84,3;66,2;83,1;93,1;92,8;97,4;97,4;83,3;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;35;São Paulo;  32 834;  8 605;  3 544;  2 547;  10 691;  1 941;  5 472;   34;São Paulo;100,0;26,2;10,8;7,8;32,6;5,9;16,7;0,1;São Paulo;83,9;65,6;85,3;91,1;93,8;97,9;96,8;91,0;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;36;Região Metropolitana de São Paulo;  15 824;  3 728;  1 633;  1 255;  5 186;   985;  3 029;   8;Região Metropolitana de São Paulo;100,0;23,6;10,3;7,9;32,8;6,2;19,1;-;Região Metropolitana de São Paulo;85,1;66,0;84,6;91,1;93,7;98,6;97,5;87,5;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;37;Sul;  21 350;  7 175;  2 527;  1 609;  5 605;  1 351;  2 980;   104;Sul;100,0;33,6;11,8;7,5;26,3;6,3;14,0;0,5;Sul;82,8;67,4;87,4;93,5;94,0;97,7;97,4;92,5;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;38;Paraná;  7 947;  2 532;   865;   621;  2 219;   452;  1 207;   51;Paraná;100,0;31,9;10,9;7,8;27,9;5,7;15,2;0,6;Paraná;81,5;64,6;85,1;92,9;93,3;97,3;97,3;91,1;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;39;Região Metropolitana de Curitiba;  2 554;   649;   282;   185;   770;   153;   504;   11;Região Metropolitana de Curitiba;100,0;25,4;11,1;7,3;30,1;6,0;19,7;0,4;Região Metropolitana de Curitiba;84,3;64,4;86,6;93,0;94,2;98,8;98,0;92,0;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;40;Santa Catarina;  4 902;  1 442;   620;   347;  1 426;   293;   737;   37;Santa Catarina;100,0;29,4;12,6;7,1;29,1;6,0;15,0;0,8;Santa Catarina;81,0;62,5;83,7;91,8;93,4;98,8;97,0;94,5;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;41;Rio Grande do Sul;  8 501;  3 201;  1 041;   641;  1 960;   607;  1 036;   15;Rio Grande do Sul;100,0;37,7;12,3;7,5;23,1;7,1;12,2;0,2;Rio Grande do Sul;85,2;72,6;92,0;94,9;95,2;97,5;97,7;92,6;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;42;Região Metropolitana de Porto Alegre;  3 311;  1 051;   397;   254;   849;   276;   477;   7;Região Metropolitana de Porto Alegre;100,0;31,7;12,0;7,7;25,6;8,3;14,4;0,2;Região Metropolitana de Porto Alegre;88,9;77,0;91,5;95,4;95,9;98,3;98,3;93,6;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;43;Centro-Oeste;  11 590;  3 950;  1 171;   959;  3 016;   790;  1 675;   29;Centro-Oeste;100,0;34,1;10,1;8,3;26,0;6,8;14,5;0,3;Centro-Oeste;86,9;73,7;91,0;93,7;96,1;98,7;98,7;91,4;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;44;Mato Grosso do Sul;  1 980;   782;   194;   141;   464;   121;   271;   8;Mato Grosso do Sul;100,0;39,5;9,8;7,1;23,4;6,1;13,7;0,4;Mato Grosso do Sul;86,7;74,5;93,4;95,2;97,9;98,9;99,0;89,5;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;45;Mato Grosso;  2 304;   783;   277;   222;   622;   141;   250;   8;Mato Grosso;100,0;34,0;12,0;9,7;27,0;6,1;10,9;0,4;Mato Grosso;83,3;68,2;89,5;91,0;94,3;98,8;99,3;95,0;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;46;Goiás;  4 984;  1 822;   508;   435;  1 319;   329;   564;   7;Goiás;100,0;36,6;10,2;8,7;26,5;6,6;11,3;0,1;Goiás;87,0;75,2;90,9;94,0;96,4;98,4;97,9;93,8;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;47;Distrito Federal;  2 321;   562;   192;   160;   611;   199;   589;   6;Distrito Federal;100,0;24,2;8,3;6,9;26,3;8,6;25,4;0,3;Distrito Federal;90,7;76,1;91,4;95,2;95,9;98,9;99,1;87,0;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;49;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Trabalho e Rendimento, Pesquisa Nacional por Amostra de Domicílios 2015.;;;;;;;;;;;
31_Tabela_1.3.24.1_e_1.3.24.3.csv;31_Tabela_1.3.24.1_e_1.3.24.3;50;;;;;;;;;;;;;;;;;;;(1) Inclusive as pessoas com nível de instrução não determinado.;;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;1;Tabela 1.3.25.1 - Pessoas de 10 anos ou mais de idade, por condição de estudante e posse de telefone móvel celular para uso pessoal, segundo as Grandes Regiões, as Unidades da Federação e as Regiões Metropolitanas - 2015;;;;;;;;;;Tabela 1.3.25.2 - Distribuição das pessoas de 10 anos ou mais de idade, por condição de estudantes e posse de telefone móvel celular para uso pessoal, segundo as Grandes Regiões, as Unidades da Federação e as Regiões Metropolitanas - 2015;;;;;;;;;;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;3;Grandes Regiões, Unidades da Federação e Regiões Metropolitanas;Pessoas de 10 anos ou mais de idade (1000 pessoas);;;;;;;;;Grandes Regiões, Unidades da Federação e Regiões Metropolitanas;Distribuição das pessoas de 10 anos ou mais de idade (%);;;;;;;;;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;4;;Total;Posse de telefone móvel celular para uso pessoal;;Estudantes;;;Não estudantes;;;;Total;Posse de telefone móvel celular para uso pessoal;;Estudantes;;;Não estudantes;;;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;5;;;;;Total;Posse de telefone móvel celular para uso pessoal;;Total;Posse de telefone móvel celular para uso pessoal;;;;;;Total;Posse de telefone móvel celular para uso pessoal;;Total;Posse de telefone móvel celular para uso pessoal;;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;6;;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;Possuíam;Não possuíam;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;7;Brasil;  177 657;  139 057;  38 600;  36 308;  26 858;  9 450;  141 349;  112 199;  29 150;Brasil;100,0;78,3;21,7;100,0;74,0;26,0;100,0;79,4;20,6;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;8;Norte;  14 537;  9 971;  4 566;  3 758;  2 233;  1 525;  10 779;  7 739;  3 040;Norte;100,0;68,6;31,4;100,0;59,4;40,6;100,0;71,8;28,2;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;9;Rondônia;  1 498;  1 137;   361;   331;   233;   98;  1 167;   904;   263;Rondônia;100,0;75,9;24,1;100,0;70,4;29,6;100,0;77,4;22,6;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;10;Acre;   651;   450;   201;   188;   116;   72;   464;   335;   129;Acre;100,0;69,2;30,8;100,0;61,6;38,4;100,0;72,2;27,8;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;11;Amazonas;  3 216;  2 216;  1 001;   895;   521;   374;  2 321;  1 695;   626;Amazonas;100,0;68,9;31,1;100,0;58,2;41,8;100,0;73,0;27,0;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;12;Roraima;   421;   315;   106;   129;   88;   42;   291;   227;   64;Roraima;100,0;74,8;25,2;100,0;67,9;32,1;100,0;77,9;22,1;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;13;Pará;  6 837;  4 408;  2 430;  1 724;   949;   775;  5 113;  3 459;  1 655;Pará;100,0;64,5;35,5;100,0;55,0;45,0;100,0;67,6;32,4;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;14;Região Metropolitana de Belém;  1 923;  1 593;   330;   432;   320;   112;  1 491;  1 272;   219;Região Metropolitana de Belém;100,0;82,8;17,2;100,0;74,2;25,8;100,0;85,3;14,7;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;15;Amapá;   623;   452;   171;   181;   114;   68;   442;   339;   103;Amapá;100,0;72,6;27,4;100,0;62,6;37,4;100,0;76,7;23,3;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;16;Tocantins;  1 290;   994;   296;   309;   213;   96;   981;   781;   200;Tocantins;100,0;77,0;23,0;100,0;68,9;31,1;100,0;79,6;20,4;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;17;Nordeste;  48 410;  33 690;  14 720;  10 812;  7 022;  3 789;  37 598;  26 668;  10 930;Nordeste;100,0;69,6;30,4;100,0;65,0;35,0;100,0;70,9;29,1;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;18;Maranhão;  5 654;  3 094;  2 561;  1 417;   673;   743;  4 238;  2 420;  1 817;Maranhão;100,0;54,7;45,3;100,0;47,5;52,5;100,0;57,1;42,9;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;19;Piauí;  2 738;  1 874;   864;   656;   417;   239;  2 082;  1 457;   625;Piauí;100,0;68,4;31,6;100,0;63,6;36,4;100,0;70,0;30,0;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;20;Ceará;  7 676;  5 189;  2 487;  1 612;  1 070;   542;  6 064;  4 119;  1 945;Ceará;100,0;67,6;32,4;100,0;66,4;33,6;100,0;67,9;32,1;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;21;Região Metropolitana de Fortaleza;  3 345;  2 730;   615;   718;   550;   168;  2 627;  2 180;   447;Região Metropolitana de Fortaleza;100,0;81,6;18,4;100,0;76,6;23,4;100,0;83,0;17,0;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;22;Rio Grande do Norte;  2 976;  2 250;   726;   646;   487;   158;  2 330;  1 763;   567;Rio Grande do Norte;100,0;75,6;24,4;100,0;75,5;24,5;100,0;75,7;24,3;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;23;Paraíba;  3 411;  2 605;   806;   755;   562;   193;  2 656;  2 043;   613;Paraíba;100,0;76,4;23,6;100,0;74,5;25,5;100,0;76,9;23,1;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;24;Pernambuco;  8 100;  5 970;  2 130;  1 694;  1 181;   513;  6 406;  4 790;  1 616;Pernambuco;100,0;73,7;26,3;100,0;69,7;30,3;100,0;74,8;25,2;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;25;Região Metropolitana de Recife;  3 454;  2 924;   530;   679;   556;   123;  2 775;  2 368;   407;Região Metropolitana de Recife;100,0;84,6;15,4;100,0;81,8;18,2;100,0;85,3;14,7;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;26;Alagoas;  2 849;  1 916;   933;   653;   396;   257;  2 196;  1 520;   676;Alagoas;100,0;67,2;32,8;100,0;60,7;39,3;100,0;69,2;30,8;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;27;Sergipe;  1 921;  1 467;   454;   431;   302;   129;  1 489;  1 165;   325;Sergipe;100,0;76,4;23,6;100,0;70,0;30,0;100,0;78,2;21,8;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;28;Bahia;  13 085;  9 326;  3 759;  2 948;  1 933;  1 015;  10 137;  7 393;  2 744;Bahia;100,0;71,3;28,7;100,0;65,6;34,4;100,0;72,9;27,1;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;29;Região Metropolitana de Salvador;  3 477;  3 057;   420;   760;   631;   129;  2 717;  2 426;   291;Região Metropolitana de Salvador;100,0;87,9;12,1;100,0;83,1;16,9;100,0;89,3;10,7;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;30;Sudeste;  75 599;  62 455;  13 144;  14 038;  11 331;  2 707;  61 561;  51 124;  10 437;Sudeste;100,0;82,6;17,4;100,0;80,7;19,3;100,0;83,0;17,0;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;31;Minas Gerais;  18 380;  14 674;  3 705;  3 567;  2 785;   782;  14 812;  11 889;  2 923;Minas Gerais;100,0;79,8;20,2;100,0;78,1;21,9;100,0;80,3;19,7;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;32;Região Metropolitana de Belo Horizonte;  4 626;  4 034;   591;   944;   794;   151;  3 681;  3 241;   441;Região Metropolitana de Belo Horizonte;100,0;87,2;12,8;100,0;84,0;16,0;100,0;88,0;12,0;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;33;Espírito Santo;  3 428;  2 780;   648;   655;   494;   161;  2 773;  2 286;   487;Espírito Santo;100,0;81,1;18,9;100,0;75,5;24,5;100,0;82,4;17,6;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;34;Rio de Janeiro;  14 647;  12 167;  2 480;  2 727;  2 230;   497;  11 920;  9 937;  1 983;Rio de Janeiro;100,0;83,1;16,9;100,0;81,8;18,2;100,0;83,4;16,6;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;35;Região Metropolitana do Rio de Janeiro;  10 770;  9 074;  1 696;  2 006;  1 670;   336;  8 765;  7 404;  1 360;Região Metropolitana do Rio de Janeiro;100,0;84,3;15,7;100,0;83,2;16,8;100,0;84,5;15,5;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;36;São Paulo;  39 144;  32 834;  6 311;  7 089;  5 822;  1 267;  32 055;  27 012;  5 044;São Paulo;100,0;83,9;16,1;100,0;82,1;17,9;100,0;84,3;15,7;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;37;Região Metropolitana de São Paulo;  18 604;  15 824;  2 781;  3 560;  2 928;   632;  15 044;  12 896;  2 148;Região Metropolitana de São Paulo;100,0;85,1;14,9;100,0;82,2;17,8;100,0;85,7;14,3;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;38;Sul;  25 772;  21 350;  4 421;  4 781;  3 871;   910;  20 991;  17 480;  3 511;Sul;100,0;82,8;17,2;100,0;81,0;19,0;100,0;83,3;16,7;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;39;Paraná;  9 746;  7 947;  1 799;  1 826;  1 460;   366;  7 920;  6 487;  1 432;Paraná;100,0;81,5;18,5;100,0;79,9;20,1;100,0;81,9;18,1;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;40;Região Metropolitana de Curitiba;  3 030;  2 554;   476;   559;   453;   106;  2 471;  2 101;   370;Região Metropolitana de Curitiba;100,0;84,3;15,7;100,0;81,1;18,9;100,0;85,0;15,0;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;41;Santa Catarina;  6 049;  4 902;  1 146;  1 123;   894;   229;  4 926;  4 008;   918;Santa Catarina;100,0;81,0;19,0;100,0;79,6;20,4;100,0;81,4;18,6;;;;;;;;;;
32_Tabela_1.3.25.1_a_1.3.25.2.csv;32_Tabela_1.3.25.1_a_1.3.25.2;42;Rio Grande do Sul;  9 978;  8 501;  1 476;  1 832;  1 517;   315;  8 145;  6 984;  1 161;Rio Grande do Sul;100,0;85,2;14,8;100,0;82,8;17,2;100,0;85,7;14,3;;;;;;;;;;
